name,genderRank,divRank,overallRank,bib,division,age,state,country,profession,points,swim,swimDistance,t1,bike,bikeDistance,t2,run,runDistance,overall
Lucien Dirksz,---,---,DNF,2252,45-49,47,Aruba,ABW,---,---,01:07:42,2.4 mi,00:08:30,06:23:11,112 mi,00:08:39,---,26.2 mi,DNF
Valerie Dix,---,---,DNF,341,30-34,35,VA,USA,---,---,01:19:53,2.4 mi,00:10:50,08:57:22,112 mi,00:08:15,---,26.2 mi,DNF
Bill Dixon,---,---,DNF,1506,45-49,---,TX,USA,---,---,01:24:19,2.4 mi,00:09:52,---,112 mi,---,---,26.2 mi,DNF
Richard Doak,---,---,DNS,114,40-44,45,MI,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Keish Doi,---,---,DNF,1462,45-49,49,HI,USA,---,---,00:57:43,2.4 mi,00:02:55,05:45:07,112 mi,00:02:25,---,26.2 mi,DNF
Pandeló Jr Domingos,---,---,DNS,160,50-54,51,HI,BRA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Geoffrey Domoracki,---,---,DNF,1813,30-34,31,CA,USA,---,---,01:53:49,2.4 mi,00:09:43,---,112 mi,---,---,26.2 mi,DNF
Allen Donais,---,---,DNS,473,50-54,53,MN,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Nicholas Donias,---,---,DNS,827,18-24,26,TX,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Turner Jj Dorsch,---,---,DNS,503,25-29,---,---,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Mike Drak,---,---,DNS,583,60-64,---,---,CAN,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Tammie Dufresne,---,---,DNS,1302,40-44,---,TX,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Andrew Duggan,---,---,DNF,91,45-49,48,CA,USA,---,---,01:11:08,2.4 mi,00:05:16,06:14:47,112 mi,00:02:42,---,26.2 mi,DNF
Laura Duplantis,---,---,DNS,1257,45-49,50,TX,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Todd Duplantis,---,---,DNS,1256,45-49,50,TX,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Alexandre Dupont-Vernon,---,---,DNS,378,35-39,39,---,FRA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Gerardo Duran,---,---,DNS,1347,45-49,46,---,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Stanley Dymecki,---,---,DNF,1950,30-34,35,ON,CAN,---,---,01:28:24,2.4 mi,00:11:28,---,112 mi,---,---,26.2 mi,DNF
Santiago Egas,---,---,DNS,259,35-39,38,FL,ECU,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Laraine Elsten,---,---,DNS,1797,55-59,57,OR,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
David Englund,---,---,DNS,1919,45-49,---,---,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Paul Evans,---,---,DNF,1301,45-49,49,GA,USA,---,---,01:16:53,2.4 mi,00:12:19,07:27:36,112 mi,00:16:44,---,26.2 mi,DNF
Even Evensen,---,---,DNS,1630,65-69,68,OR,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Cynthia Falardeau,---,---,DNF,1118,45-49,51,FL,USA,---,---,01:46:31,2.4 mi,00:10:54,08:54:32,112 mi,00:08:31,---,26.2 mi,DNF
Curtis B Farmer,---,---,DNS,419,70-74,73,NC,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Yesica Fernandez,---,---,DNS,842,30-34,33,---,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Daniel Fields,---,---,DNS,1297,45-49,47,CA,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Fabian Figueroa,---,---,DNS,1296,50-54,52,FL,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Aguinaldo Filho,---,---,DNF,1559,35-39,39,---,BRA,---,---,01:07:15,2.4 mi,00:05:37,---,112 mi,---,---,26.2 mi,DNF
Bex Fink,---,---,DNS,2009,30-34,34,WA,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Kelsey Fitzgibbons,---,---,DNS,2084,18-24,24,CA,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Steel Fletcher,---,---,DNS,369,40-44,45,AR,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Shannon Florea,---,---,DNS,67,PRO,39,KY,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Emilio Flores,---,---,DNS,1426,30-34,34,Nuevo Leon,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
John Flores,---,---,DNS,1248,50-54,53,TX,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Ruben Flores,---,---,DNS,1688,45-49,47,Queretaro,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Cristobal Forno,---,---,DNS,722,30-34,35,CL,CHL,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Jose Manuel Francos Tapia,---,---,DNS,1906,40-44,43,---,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Ian Fraser,---,---,DNF,1812,50-54,51,ON,CAN,---,---,00:58:39,2.4 mi,00:04:41,05:42:02,112 mi,00:02:41,---,26.2 mi,DNF
David Frazer,---,---,DNF,1827,55-59,56,FL,USA,---,---,00:58:13,2.4 mi,00:03:24,06:01:57,112 mi,00:01:37,---,26.2 mi,DNF
Eleazar Frias Carrillo,---,---,DNS,113,40-44,---,---,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Steve Frommer,---,---,DNF,2061,40-44,45,NJ,USA,---,---,01:01:23,2.4 mi,00:06:56,07:30:12,112 mi,00:08:03,---,26.2 mi,DNF
Max G Mastache,---,---,DNS,1339,40-44,43,---,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Carlos Felipe Gabriel Martinez,---,---,DNS,1832,45-49,---,---,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Carlos Galeote,---,---,DNS,536,40-44,---,---,ESP,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Francisco Galvan,---,---,DNF,538,45-49,47,TX,USA,---,---,01:30:25,2.4 mi,00:12:29,08:15:19,112 mi,00:09:58,---,26.2 mi,DNF
Isaac Galvan,---,---,DNS,864,18-24,---,---,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Trevor Gamba,---,---,DNF,587,45-49,47,---,USA,---,---,00:59:05,2.4 mi,00:03:21,05:05:17,112 mi,00:01:43,---,26.2 mi,DNF
